tic,settledate,cret,car,bhar,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,M2B_st,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,M2B_ce,PRC,VOL,SHROUT,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness
BLUD,2007-05-14,-3.6126774,-8.3879572,-8.7072019,103505,2005-08-29,2005,5,623,6.4345465,2.5,2007,2007,11914.0,2007-05-31,2006.0,275.478,10.893,219.448,0.0,6.5,,92.663,223.678,,23.235,162.865,0.0,2181.7675,2835.0,5.0,92.883,69.98200000000001,65.729,-4.947000000000015,21.514,5.618507770594967,0.0,7.919933715215007,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,157.613,6.593,117.432,2.991,7.1,7.607,37.552,144.786,-0.2,5.353,70.945,,1525.5763,713.645,-642.7,94.558,675.4060000000002,-71.74400000000003,5.0601426613315335,0.018976861045725924,9.679254249332224,31.81,867729.0,68882.0,-0.1793,835450.5,12.128720130077523,32278.5,0.468605731540896,0
TASR,2006-10-11,19.58224515,15.83215069,16.4166451,103335,2005-01-06,2005,10,643,6.4661446,20.0,2006,2006,143912.0,2006-12-31,2006.0,119.838,1.84,99.329,0.031,2.097,0.076,10.793,67.718,-17.65,0.229,37.813,,471.3634,3480.0,12.0,34.872,2.9410000000000025,1.551,7.879999999999997,11.700000000000005,4.78614083071109,0.00025868255478228943,3.933338340092458,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,112.338,7.812,103.866,0.076,1.712,0.119,1.551,47.694,,-0.02,34.872,,431.1016,51.101000000000006,-16.229000000000006,30.481,11.700000000000005,-1.7890000000000104,4.721512183848071,0.0006765297584076626,3.837540280225748,9.05,1298537.0,61922.0,-0.25639999999999996,1115955.15,18.021949387939664,182581.8500000001,2.9485780498045946,0
BEL,2005-11-16,0.6756750600000001,9.55656556,8.882671199999997,103178,2004-07-22,2004,11,482,6.1779442000000016,9.75,2005,2005,138861.0,2005-12-31,2005.0,1415.562,110.088,673.4,496.156,34.087,568.307,57.161,430.647,2.5,10.124,-54.493,,1241.888,7011.0,12.0,-0.047,-54.44600000000001,38.914,25.482,20.359000000000012,7.2552819043698396,0.3505010730720378,0.877310919620617,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,1265.591,65.104,544.99,537.461,28.349,583.706,38.914,357.284,,4.0710000000000015,-0.047,,704.5225,22.224,-22.271,-1.7380000000000002,20.359000000000012,13.922999999999998,7.143294485736524,0.4246719516810723,0.556674707705728,3.03,8900.0,21427.0,0.179,38465.833333333336,1.7952038705060593,-29565.833333333336,-1.3798400771612143,0
AGP,2006-11-13,20.93352115,18.40828803,19.6990021,103515,2005-09-28,2005,11,411,6.0185933,5.0,2006,2006,145367.0,2006-12-31,2006.0,1345.695,,768.585,0.415,18.255,,,2835.0890000000004,,,,,,6324.0,12.0,93.259,,87.319,,,7.2046658872022125,0.0003083908315034238,,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,1093.588,,641.554,1.175,20.918000000000006,,,2329.909,,,,,1003.4938,140.18200000000002,,141.969,,,6.997219312416107,0.00107444485491794,0.9176159577464272,31.88,1063200.0,52009.0,0.2549,719826.6666666666,13.84042505463798,343373.3333333334,6.602190646490672,0
LAVA,2008-06-06,3.68272291,11.74193832,11.30790388,103461,2005-04-12,2005,6,1151,7.0483866,13.5,2008,2008,143668.0,2008-03-31,2007.0,244.296,7.207999999999998,107.228,48.518,40.16,63.734,-17.63,214.419,-1.633,1.4880000000000002,19.217,,416.0366,7372.0,3.0,17.134,2.0829999999999984,-51.176,11.751,54.23700000000001,5.4983806048181485,0.19860333366080493,1.7030020958181882,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005.0,284.064,6.485,113.902,105.5,44.99100000000001,105.5,-25.329,164.044,-0.75,0.8590000000000001,76.227,,307.7324,133.33100000000002,-57.104000000000006,-0.514,69.42200000000001,-61.09400000000001,5.64919956488591,0.3713951785513124,1.0833206601329275,7.0,503781.0,44007.0,-3.0888999999999998,574338.35,13.051068011907196,-70557.34999999998,-1.6033210625582288,0
CNC,2010-10-18,-1.4248698,-5.923070299999999,-6.2794504,102574,2002-07-15,2002,10,3017,8.0120182,41.5,2010,2010,145552.0,2010-12-31,2010.0,1943.882,,793.939,327.824,41.25,,,4463.528,,,,17.992,1257.2948,6324.0,12.0,-99.774,,138.135,,,7.572442283589612,0.16864398147624188,0.6467958446037362,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,24.72,179300.0,51670.0,0.7243999999999999,455813.3333333333,8.821624411328301,-276513.3333333333,-5.351525708018837,0
EPAX,2011-07-13,-0.4530008,-4.6333187,-4.5658193,104333,2007-10-23,2007,7,1359,7.2145042,7.5,2011,2011,147307.0,2011-12-31,2011.0,114.1,3.1010000000000004,76.957,0.0,4.742,,4.255,66.438,,0.3,38.972,0.0,79.3219,4700.0,12.0,45.283,-6.311,10.799,11.906999999999998,14.144,4.737075256868031,0.0,0.6951963190184051,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,121.704,19.271,72.4,0.011,2.532,0.198,42.128,114.533,,13.3,43.427,,354.2253,70.456,-27.029000000000003,34.123000000000005,39.118,9.157000000000004,4.801591867160828,9.03832248734635e-05,2.9105477223427334,8.84,27312.0,17713.0,0.3106,63829.625,3.603546830011856,-36517.625,-2.061628464969232,0
RRGB,2007-05-24,8.859804539999997,5.60375192,5.5934395499999985,103498,2005-08-11,2005,5,651,6.4785094,1.5,2007,2007,148470.0,2007-12-31,2007.0,548.789,77.798,284.442,141.938,43.659,153.746,56.045,763.472,-1.653,13.227,-48.629,,536.8242,5812.0,12.0,-40.879,-7.75,49.283,16.429000000000002,-12.833000000000013,6.307714032479018,0.2586385660062428,0.9781978137316892,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,334.421,83.825,204.859,55.663,26.115,58.524,45.833,486.023,,13.17,-29.429,,838.9545,-19.899,-9.53,37.616,-15.51700000000001,177.817,5.812400678281832,0.16644588707048902,2.508677684714776,39.52,486797.0,16630.0,-0.9702999999999999,271860.325,16.347584185207456,214936.675,12.92463469633193,0
LF,2008-04-07,6.16798187,-12.649796900000002,-14.695887400000002,102926,2003-10-21,2003,4,1630,7.3963351,2.3,2008,2008,148410.0,2008-12-31,2008.0,307.332,11.434,179.926,0.0,11.044,0.021,-52.40600000000001,459.059,,-5.654,140.04399999999998,,223.188,3944.0,12.0,203.017,-62.973000000000006,-85.67,15.831,-19.59099999999997,5.727928596484278,0.0,0.7262113935418375,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,7.58,266700.0,35891.0,0.1562,415254.98333333334,11.569891709156428,-148554.98333333334,-4.1390594670901715,0
IIH,2009-06-01,-8.119650400000001,-14.267264,-14.6392212,102822,2002-04-08,2002,6,2611,7.867488400000001,0.788024,2009,2009,132366.0,2009-12-31,2009.0,,,,,,,,,,,,,,6726.0,12.0,,,,,,,,,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2.37,11300.0,8841.0,2.5818,13478.333333333334,1.524525883195717,-2178.333333333334,-0.24638992572484267,0
ARB,2012-05-14,-5.0294303,-7.477737499999999,-7.415629999999998,103993,2007-11-26,2007,5,1631,7.3969488,7.0,2012,2012,142748.0,2012-12-31,2012.0,269.092,22.672,153.409,0.0,30.734,,88.23200000000001,449.858,,38.3,53.9,0.0,1242.8083,8700.0,12.0,16.25,37.65,85.806,20.34400000000003,3.8109999999999933,5.595053328565572,0.0,4.618525634355536,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,180.543,25.333,48.2,7.0,12.55,12.0,60.113,338.469,,19.3,-45.841,,1176.8467,-4.56,-41.281000000000006,76.862,69.311,104.421,5.195968976548168,0.038771926909378925,6.518373462277684,35.96,228000.0,26805.0,-1.1113,215229.16666666666,8.029441024684449,12770.833333333343,0.47643474476154984,0
CRI,2011-12-21,-2.8536281000000003,-10.0319814,-10.005013499999999,104109,2007-07-24,2007,12,1611,7.3846102,20.0,2011,2011,150278.0,2011-12-31,2011.0,1402.7089999999996,45.495,805.709,236.0,32.735,236.0,192.95,2147.008,,61.6,629.394,,2332.667,2300.0,12.0,532.891,96.50300000000004,243.256,22.086999999999943,135.616,7.246160645902376,0.168245872807546,1.662972861798135,ACQUISITION RELATED FRAUD,0,0,0,0,0,2007.0,974.668,21.876,382.129,338.026,29.919,341.529,156.262,1442.984,,32.393,326.891,,1115.7791,265.904,60.98699999999997,165.202,70.92500000000005,97.104,6.88209690018968,0.34681142707055124,1.1447786323137723,38.97,552200.0,58595.0,0.19499999999999998,809140.0,13.809028074067752,-256940.0,-4.385015786329892,0
QLTY,2005-07-01,13.01369159,11.62239564,12.20670956,103004,2004-02-02,2004,7,515,6.2441669,8.15,2005,2005,148313.0,2005-12-31,2005.0,382.621,14.876,-22.11,287.601,16.714000000000002,289.116,41.227,678.076,-1.039,3.459,50.43899999999999,,151.6691,4213.0,12.0,12.424,38.01499999999999,28.743,1.5910000000000064,177.87,5.947044943110964,0.7516602591075765,0.3963951272930654,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,379.298,9.916,-34.1,275.15,22.493,276.55,28.743,622.015,-8.314,1.464,12.424,,160.8711,150.438,-138.01399999999998,-171.873,177.87,-161.692,5.9383221758098745,0.7254190636386165,0.4241285216373406,8.84,24880.0,19007.0,0.2611,85049.23333333334,4.474626891846864,-60169.23333333334,-3.1656354676347314,0
TNS,2008-04-01,23.93114614,8.63873313,9.31039965,103591,2006-02-22,2006,4,769,6.645091099999999,3.6,2008,2008,157118.0,2008-12-31,2008.0,361.914,,102.815,178.5,49.92,,,344.255,,,,10.868,235.2477,7374.0,12.0,32.844,,13.326,,,5.891406614540999,0.4932110943483811,0.6500099471145079,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006.0,381.677,,179.265,121.663,45.928,,,283.769,,,,9.261,,33.114000000000004,,21.547,,,5.944574701189537,0.31875905543168703,,21.4,376800.0,24222.0,3.5896,207704.79166666666,8.57504713345994,169095.20833333334,6.981058885861339,0
MGI,2010-03-09,11.9133546,4.2571934800000015,4.237653099999998,103970,2008-01-14,2008,3,785,6.6656837,80.0,2010,2010,5342.0,2010-12-31,2010.0,5115.736,,-942.482,639.946,48.074,,,1168.768,,,,98.633,,6099.0,12.0,,,126.334,,,8.540076558552562,0.12509363266595466,,CREDIT CRISIS (OTHER),0,0,1,0,0,2008.0,6642.2959999999985,,-781.7360000000001,978.881,59.691,,,911.088,,,,94.62,,,,-975.857,,,8.801212965833802,0.1473708789852184,,3.13,590000.0,82515.0,0.17129999999999998,449872.5,5.452008725686239,140127.5,1.6982063867175665,0
MNKD,2012-08-06,-9.0196087,-25.9314097,-27.6857554,104633,2011-01-19,2011,8,565,6.3368258,16.0,2012,2012,160340.0,2012-12-31,2012.0,251.314,0.637,-110.679,217.218,13.0,331.661,-140.535,0.035,-6.492000000000001,0.0,-77.965,21.93,660.7409,2834.0,12.0,-19.539,-58.426,-126.683,-69.74600000000001,-43.581999999999994,5.526703153304192,0.8643290863222899,2.629144814853132,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2011.0,199.553,6.858,-313.652,487.845,14.6,487.845,-126.683,0.05,,0.0,-19.539,22.224,328.8075,55.82,-75.35900000000002,-152.498,-43.581999999999994,-192.57299999999998,5.296079865207845,2.444688879646009,1.647720154545409,2.19,1249607.0,199384.0,0.2329,1924649.6416666666,9.652979384838636,-675042.6416666666,-3.3856409825596168,0
GCT,2007-11-09,-15.4910078,-1.0394906000000002,-1.3003363,103592,2006-03-10,2006,11,609,6.4118185,8.75,2007,2007,160658.0,2007-12-31,2007.0,1488.846,,267.08,979.048,44.099,,,337.046,,,,61.816,,6798.0,12.0,,,59.044,,,7.305756602217734,0.6575884947133551,,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006.0,1713.99,,257.3,981.921,43.447,,,296.654,,,,54.233,421.9051,,,48.393,,,7.4465792648349876,0.5728860728475662,0.24615376985863394,6.16,535600.0,41622.0,-1.4287,251891.01666666666,6.05187200679128,283708.98333333334,6.816322697932184,0
HURN,2011-01-19,-4.970319900000002,3.77104294,3.84928319,104350,2009-07-31,2009,1,537,6.285997900000001,27.0,2011,2011,161997.0,2011-12-31,2011.0,786.6439999999999,13.939,396.789,193.5,23.888,193.5,86.92399999999998,657.8939999999999,-1.096,6.1789999999999985,41.822,,874.2456,8742.0,12.0,34.455,7.366999999999997,73.0,83.32700000000001,43.72700000000001,6.667775795377105,0.2459816638784508,1.1113611748135117,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009.0,754.215,12.616,326.9890000000001,219.005,26.887,219.283,80.281,679.54,,22.8,-0.21,,498.3322,12.904000000000002,-13.114000000000004,63.417,84.86600000000001,84.869,6.625677473250188,0.2903747605125859,0.6607296327970141,25.5,106531.0,21878.0,-1.0116,128014.09166666666,5.8512703019776335,-21483.09166666666,-0.9819495231130204,0
ORA,2012-03-27,-4.019848700000002,-9.4459975,-9.6197028,104454,2010-02-24,2010,3,762,6.635946799999998,3.1,2012,2012,160913.0,2012-12-31,2012.0,2094.114,233.02,695.102,962.595,104.041,,83.931,514.408,,11.57,64.1,,875.9097,4911.0,12.0,98.415,-34.31500000000001,64.007,-22.303000000000022,-152.73700000000005,7.646885831209357,0.4596669522289618,0.4182722144066656,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010.0,2043.328,283.313,939.132,740.6489999999999,88.01,,26.618,373.23,,7.57,66.932,,1343.849,55.652,11.28,71.14,-187.535,-191.501,7.622335130144548,0.36247190857268136,0.6576765942619099,20.86,155200.0,45431.0,-0.2817,186572.5,4.10672228214215,-31372.5,-0.6905527063018644,0
PBH,2009-07-28,12.01923112,-3.2378206,-3.6921437999999993,103487,2005-07-28,2005,7,1461,7.2868762,11.0,2009,2009,162335.0,2009-03-31,2008.0,801.3810000000002,0.481,294.385,374.787,11.219,378.337,82.064,312.715,,9.844,69.337,,258.6685,5122.0,3.0,47.484,21.85300000000001,91.414,61.10499999999998,87.82400000000001,6.686336489410887,0.4676764235738056,0.32277842873739204,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005.0,1038.645,0.519,409.407,494.9,10.777,498.63,93.221,296.668,,2.852,50.276,,608.9625,37.912,12.364000000000004,90.365,88.26299999999998,368.98199999999997,6.945672258027932,0.4764861911432684,0.5863047528270006,6.28,361100.0,49936.0,-0.2606,311257.5,6.233128404357577,49842.5,0.9981276033322652,0
THLD,2009-10-30,-38.4371086,-65.23052080000001,-62.557661,103783,2006-07-14,2006,10,1204,7.093404799999999,10.0,2009,2009,160204.0,2009-12-31,2009.0,48.685,0.022,22.657,0.0,0.7,,-21.324,0.0,,,34.783,,60.4152,2834.0,12.0,20.292,14.491,-18.734,,,3.88537097443072,0.0,1.240940741501489,IPO-NON ALLOCATION,0,0,1,0,0,2006.0,57.034,2.405,44.238,1.247,0.938,2.244,-58.224,1.461,,,43.698,,138.1802,90.655,-46.957,-46.536,,,4.04364758123244,0.021864151208051342,2.422768874706316,2.83,343194.0,33562.0,-2.8064999999999998,145228.10833333334,4.327158939673837,197965.89166666666,5.898512951155076,0
NOVL,2005-02-24,-6.802722599999999,-0.3350393,-0.7888118000000002,103429,1997-04-22,1997,2,2865,7.9603237999999985,13.9,2005,2005,11910.0,2005-10-31,2005.0,2761.858,30.781,1386.486,600.0,35.3,600.0,44.596,1197.696,447.56,20.872,1256.123,6.0,2939.956,7370.0,10.0,842.12,414.003,73.467,-385.7600000000001,-339.32599999999996,7.923658920627319,0.2172450574939045,1.0644848504159157,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,5.46,16557064.0,378780.0,0.7894,7511047.4,19.829577591213898,9046016.6,23.88198056919584,0
PAY,2013-08-09,3.62162206,6.569446429999998,6.43144317,103892,2007-11-30,2007,8,2079,7.639642200000001,95.0,2013,2013,162733.0,2013-10-31,2013.0,2993.72,77.535,1114.606,943.325,195.653,1035.861,12.355,1701.693,-64.37100000000001,26.454,237.328,,2496.2256,3578.0,10.0,565.053,-327.725,221.665,431.744,184.00899999999996,8.00427204023219,0.3151012786766966,0.8338206645912111,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,1547.309,30.225,580.922,547.766,67.234,553.1519999999998,46.288,902.892,,27.301,296.815,,4155.0858,166.576,130.239,111.777,-74.243,30.556000000000008,7.344272572062437,0.3540120299177475,2.6853626521916443,19.62,1440400.0,108529.0,-0.35700000000000004,3662551.6666666665,33.74721656577197,-2222151.6666666665,-20.47518789140844,0
XRM,2008-11-05,-57.11206850000001,-91.9736422,-70.84843129999999,103624,2005-11-15,2005,11,1086,6.9902563,3.6,2008,2008,160282.0,2008-12-31,2008.0,811.572,39.028,-27.581,577.27,45.928,616.957,59.645,638.139,39.968,12.53,58.205,,30.5303,3550.0,12.0,-481.682,539.887,92.499,-485.872,705.91,6.698973107602956,0.7112985662393478,0.03761872021213152,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005.0,984.861,35.829,109.346,631.0269999999998,45.363,639.609,81.611,582.42,,18.86,167.33599999999996,,367.7273,93.41,73.92599999999999,111.411,-1.6409999999999842,1661.6019999999994,6.892500514462914,0.6407269655311764,0.37337989828006185,4.05,117900.0,46159.0,-5.2677000000000005,356540.0,7.724170800927229,-238640.0,-5.16995602157759,0
LEAP,2010-03-24,11.74968148,12.44583335,13.106982619999998,103889,2007-11-09,2007,3,866,6.763885,13.75,2010,2010,114484.0,2010-12-31,2010.0,4834.823,398.894,911.282,2832.07,459.538,2840.57,33.05,2697.203,,2.81,85.305,,961.6376,4812.0,12.0,272.974,-187.669,32.181,278.553,-251.10700000000003,8.483599799151119,0.5857649804346509,0.19889820165081532,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007.0,4432.998,504.77,1724.322,2033.902,302.201,2044.402,60.728,1630.803,,0.506,380.384,,3202.9554,185.191,195.19300000000004,9.583,-337.54000000000013,-304.17399999999986,8.39683138358321,0.458809591161557,0.7225257940563024,16.57,2431564.0,77501.0,-0.5493,3723755.841666667,48.04784250095698,-1292191.8416666668,-16.673227979854026,0
ATRC,2010-07-30,7.120249650000001,-11.4497617,-12.8465795,104181,2008-10-31,2008,7,637,6.4567695,2.75,2010,2010,163889.0,2010-12-31,2010.0,33.716,1.814,16.736,0.662,2.363,2.855,-2.892,59.006,,0.03,17.613,,160.8693,3841.0,12.0,19.544,-1.931000000000001,-4.744,-0.4419999999999989,-5.255000000000002,3.5179725021352364,0.01963459485110926,4.771304425198719,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008.0,43.369,1.7480000000000002,29.119,6.037000000000001,2.682,6.0710000000000015,-10.847,55.257,,0.0,17.996,,31.6905,24.624,-6.628000000000004,-12.477,-3.284999999999997,-14.793000000000005,3.7697449001684906,0.13920081163965045,0.7307177938158592,6.34,15270.0,15558.0,0.0063999999999999994,32723.4,2.103316621673737,-17453.4,-1.1218279984573853,0
IKAN,2013-02-28,-2.890178,9.5890496,8.59450074,103684,2006-03-08,2006,2,2549,7.8434563,5.0,2013,2013,160797.0,2013-12-31,2013.0,71.952,4.269,45.39100000000001,0.0,5.093,,-29.22,79.749,,0.526,35.746,0.0,118.4928,3674.0,12.0,36.571,-0.8249999999999957,-15.401,-28.096999999999998,-3.4919999999999938,4.2759992300283525,0.0,1.646831220813876,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006.0,175.857,12.4,142.89,0.987,15.199000000000002,1.805,-21.97,134.685,,0.534,108.685,,240.7999,95.627,13.057999999999993,1.819,-32.76299999999999,,5.169671164781126,0.005612514713659394,1.3692938012134859,1.74,51771.0,70438.0,-0.0864,116145.69166666667,1.6489067217505702,-64374.691666666666,-0.9139199248511694,0
CROX,2012-05-14,-17.1091418,-15.383138300000002,-14.3262229,103863,2007-10-31,2007,5,1657,7.4127641,10.0,2012,2012,164755.0,2012-12-31,2012.0,829.638,39.762,617.4,4.596,36.694,6.635,152.078,1123.3010000000004,-5.904,29.385,455.177,,1275.8606,3021.0,12.0,370.04,85.13699999999993,133.641,34.48800000000005,-10.234000000000023,6.7209894610736205,0.005539765536294142,1.5378521716700535,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,627.425,57.379,444.11300000000006,0.009000000000000001,20.949,0.116,236.267,847.35,,19.991,300.502,,3025.7084,149.782,150.72,95.346,29.126000000000023,-84.95200000000001,6.441624141950276,1.4344343945491495e-05,4.822422440929195,17.06,1693544.0,89919.0,-1.1113,2358936.2583333333,26.234013482504626,-665392.2583333333,-7.399907231323005,0
VG,2009-08-17,383.29623222,226.71549621000003,373.94664224,103622,2006-05-31,2006,8,1174,7.068172,3.6,2009,2009,166562.0,2009-12-31,2009.0,313.384,23.724,-91.909,219.916,53.39100000000001,222.719,62.202,890.68,-4.208,1.206,-27.956,,279.8572,4899.0,12.0,-56.653,28.697,-3.439,61.966,-127.661,5.74742927565122,0.7017461006305363,0.8930168738672043,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006.0,757.5239999999999,48.601000000000006,183.201,276.665,23.677,277.685,-337.6880000000001,607.3969999999998,,0.0,309.844,,1076.1095,168.13,141.714,-264.53700000000003,-504.32599999999996,-428.539,6.6300552200499405,0.3652227520184179,1.4205615927680182,0.38,552500.0,156926.0,-2.4261,1241569.1666666667,7.911812998908191,-689069.1666666667,-4.391045248503541,0
WCRX,2008-10-28,11.95741195,19.77485863,19.32534513,103681,2006-09-26,2006,10,763,6.6372581,16.5,2008,2008,175163.0,2008-12-31,2008.0,2578.925,20.314,1349.92,956.58,235.188,962.557,272.821,938.125,,99.466,83.766,,3636.339,2834.0,12.0,-6.212999999999999,89.979,191.409,298.24999999999994,532.621,7.855127924419321,0.3709219926907529,1.4100212297759729,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006.0,3162.545,15.42,1328.2320000000002,1538.96,260.60200000000003,1550.75,112.114,754.457,,6.629,124.82,,3462.7116,-26.118,150.938,-4.55,199.729,436.44,8.059132362183552,0.4866207437364528,1.0949129893803882,12.24,473915.0,250779.0,10.789000000000001,559615.4916666667,2.231508585912962,-85700.4916666667,-0.34173711382000366,0
GSAT,2009-09-11,6.03686806,0.32444312,-0.6582583000000001,103713,2007-02-05,2007,9,949,6.8554087,1.5,2009,2009,175523.0,2009-12-31,2009.0,1257.996,324.098,587.148,463.551,21.8,465.81,-53.791,64.279,,0.308,23.836,,253.2866,4899.0,12.0,-22.225,46.06100000000001,-57.71,-402.458,-223.525,7.137275257605093,0.3684836835729207,0.2013413397180913,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007.0,512.975,169.989,405.544,50.0,13.137,50.0,-5.523,98.398,,0.173,72.247,,669.544,56.83600000000001,15.410999999999996,17.605999999999995,-177.959,-88.73100000000002,6.240227111039811,0.0974706369706126,1.3052176031970368,0.825,1147590.0,150882.0,-0.135,589562.025,3.9074377659362947,558027.975,3.6984396747126893,0
NLST,2010-02-16,-2.6881764,10.00639686,7.31247317,103769,2007-04-16,2007,2,1037,6.944087,2.6,2010,2010,176035.0,2010-12-31,2010.0,32.694,0.942,21.847,1.063,2.287,1.737,-15.886,37.855,,-0.715,17.605999999999995,0.056,64.727,3674.0,12.0,13.379,4.226999999999997,-13.329,-18.053,0.09500000000000068,3.4871915748290165,0.032513611060133354,1.9797822230378663,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,60.356,6.268,44.19300000000001,0.638,1.51,1.378,-11.213,100.06,,0.227,27.387,0.213,43.6652,45.584,-18.197,9.761,1.999,-36.43599999999999,4.1002603626514045,0.01057061435482802,0.7234607992577374,4.16,1926729.0,20115.0,1.8001,2247692.2583333333,111.74209586544038,-320963.2583333333,-15.95641353881846,0
ORBC,2009-05-22,-12.5000005,3.41592286,1.48178004,103834,2007-08-14,2007,5,647,6.4723463,2.45,2009,2009,175004.0,2009-12-31,2009.0,181.05900000000003,32.486,159.215,1.398,19.115,1.398,-17.171,27.566,44.25,,85.572,,114.6312,4899.0,12.0,67.236,18.336,-5.867000000000001,,,5.1988229450010035,0.007721240037777741,0.6331151724023659,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,181.823,20.043,160.849,1.17,2.415,1.17,-8.663,28.152,,,106.716,,262.0288,100.797,5.918999999999998,-13.831,,,5.203033686392593,0.00643482947701886,1.4411202103144267,1.69,99874.0,42396.0,-0.1497,188235.30833333332,4.439930850394691,-88361.30833333332,-2.0841897427430256,0
HLYS,2009-07-27,4.10256009,-4.6537761,-5.061917599999999,103815,2007-08-08,2007,7,719,6.5778613,7.5,2009,2009,176235.0,2009-12-31,2009.0,89.24,0.337,81.74,0.0,0.8190000000000001,,-2.897,43.777,-3.867,0.26,72.17699999999998,0.0,60.1048,3140.0,12.0,83.46700000000001,-11.290000000000019,-8.355,8.61500000000002,23.56199999999998,4.491329369564332,0.0,0.6735186015239802,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007.0,127.231,0.794,118.075,0.0,0.378,,32.004,183.472,,19.2,116.198,,188.442,92.528,23.67,45.551,-11.282000000000005,-52.54699999999999,4.84600433190522,0.0,1.4811013039275018,1.93,8599.0,27571.0,0.29819999999999997,64408.316666666666,2.3360892483648277,-55809.316666666666,-2.0242035713853928,0
OPXT,2009-10-06,5.00000349,-23.878315899999997,-27.2953283,103935,2008-02-13,2008,10,601,6.3985949,2.0,2009,2009,176558.0,2009-03-31,2008.0,449.764,4.157,320.5370000000001,21.402,21.246,32.79,-35.86400000000001,318.555,,0.0,235.011,,151.6018,3674.0,3.0,283.876,-48.86499999999998,9.76,30.089999999999968,-8.951999999999973,6.108723000750833,0.04758495566563797,0.33706966320114545,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008.0,449.764,4.157,320.5370000000001,21.402,21.246,32.79,-35.86400000000001,318.555,,0.0,235.011,,151.6018,283.876,-48.86499999999998,9.76,30.089999999999968,-8.951999999999973,6.108723000750833,0.04758495566563797,0.33706966320114545,3.11,278151.0,88772.0,1.3705000000000003,256595.51666666666,2.890500570750537,21555.483333333337,0.2428184938193725,0
