tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct
GCT,11/9/2007,-15.4910078,-1.0394906,-1.3003363,103592,3/10/2006,2006,11,609,6.4118185,8.75,2007,2007,160658,12/31/2007,2007,1488.846,0,267.08,979.048,44.099,0,0,337.046,0,0,0,61.816,0,6798,12,0,0,59.044,0,0,7.305756602,0.657588495,0,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,1713.99,0,257.3,981.921,43.447,0,0,296.654,0,0,0,54.233,421.9051,0,0,48.393,0,0,7.446579265,0.572886073,0.24615377,6.16,535600,41622,-1.4287,251891.0167,6.051872007,283708.9833,6.816322698,0,1,7,0,0,0,8.2598768,76.8060329
HURN,1/19/2011,-4.9703199,3.77104294,3.84928319,104350,7/31/2009,2009,1,537,6.2859979,27,2011,2011,161997,12/31/2011,2011,786.644,13.939,396.789,193.5,23.888,193.5,86.924,657.894,-1.096,6.179,41.822,0,874.2456,8742,12,34.455,7.367,73,83.327,43.727,6.667775795,0.245981664,1.111361175,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009,754.215,12.616,326.989,219.005,26.887,219.283,80.281,679.54,0,22.8,-0.21,0,498.3322,12.904,-13.114,63.417,84.866,84.869,6.625677473,0.290374761,0.660729633,25.5,106531,21878,-1.0116,128014.0917,5.851270302,-21483.09167,-0.981949523,0,0,21,0,1,0,5.8345707,87.8141826
ORA,3/27/2012,-4.0198487,-9.4459975,-9.6197028,104454,2/24/2010,2010,3,762,6.6359468,3.1,2012,2012,160913,12/31/2012,2012,2094.114,233.02,695.102,962.595,104.041,0,83.931,514.408,0,11.57,64.1,0,875.9097,4911,12,98.415,-34.315,64.007,-22.303,-152.737,7.646885831,0.459666952,0.418272214,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010,2043.328,283.313,939.132,740.649,88.01,0,26.618,373.23,0,7.57,66.932,0,1343.849,55.652,11.28,71.14,-187.535,-191.501,7.62233513,0.362471909,0.657676594,20.86,155200,45431,-0.2817,186572.5,4.106722282,-31372.5,-0.690552706,0,3,20,1,1,0,5.4485566,22.4154982
PBH,7/28/2009,12.01923112,-3.2378206,-3.6921438,103487,7/28/2005,2005,7,1461,7.2868762,11,2009,2009,162335,3/31/2009,2008,801.381,0.481,294.385,374.787,11.219,378.337,82.064,312.715,0,9.844,69.337,0,258.6685,5122,3,47.484,21.853,91.414,61.105,87.824,6.686336489,0.467676424,0.322778429,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005,1038.645,0.519,409.407,494.9,10.777,498.63,93.221,296.668,0,2.852,50.276,0,608.9625,37.912,12.364,90.365,88.263,368.982,6.945672258,0.476486191,0.586304753,6.28,361100,49936,-0.2606,311257.5,6.233128404,49842.5,0.998127603,0,0,10,0,0,0,3.9382928,76.0854093
THLD,10/30/2009,-38.4371086,-65.2305208,-62.557661,103783,7/14/2006,2006,10,1204,7.0934048,10,2009,2009,160204,12/31/2009,2009,48.685,0.022,22.657,0,0.7,0,-21.324,0,0,0,34.783,0,60.4152,2834,12,20.292,14.491,-18.734,0,0,3.885370974,0,1.240940742,IPO-NON ALLOCATION,0,0,1,0,0,2006,57.034,2.405,44.238,1.247,0.938,2.244,-58.224,1.461,0,0,43.698,0,138.1802,90.655,-46.957,-46.536,0,0,4.043647581,0.021864151,2.422768875,2.83,343194,33562,-2.8065,145228.1083,4.32715894,197965.8917,5.898512951,0,12,8,1,0,0,43.8496569,25.6157262
NOVL,2/24/2005,-6.8027226,-0.3350393,-0.7888118,103429,4/22/1997,1997,2,2865,7.9603238,13.9,2005,2005,11910,10/31/2005,2005,2761.858,30.781,1386.486,600,35.3,600,44.596,1197.696,447.56,20.872,1256.123,6,2939.956,7370,10,842.12,414.003,73.467,-385.76,-339.326,7.923658921,0.217245057,1.06448485,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,16557064,378780,0.7894,7511047.4,19.82957759,9046016.6,23.88198057,0,28,42,1,1,0,4.8441141,64.577342
PAY,8/9/2013,3.62162206,6.56944643,6.43144317,103892,11/30/2007,2007,8,2079,7.6396422,95,2013,2013,162733,10/31/2013,2013,2993.72,77.535,1114.606,943.325,195.653,1035.861,12.355,1701.693,-64.371,26.454,237.328,0,2496.2256,3578,10,565.053,-327.725,221.665,431.744,184.009,8.00427204,0.315101279,0.833820665,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,1547.309,30.225,580.922,547.766,67.234,553.152,46.288,902.892,0,27.301,296.815,0,4155.0858,166.576,130.239,111.777,-74.243,30.556,7.344272572,0.35401203,2.685362652,19.62,1440400,108529,-0.357,3662551.667,33.74721657,-2222151.667,-20.47518789,0,10,0,1,0,0,4.8652213,85.5280395
XRM,11/5/2008,-57.1120685,-91.9736422,-70.8484313,103624,11/15/2005,2005,11,1086,6.9902563,3.6,2008,2008,160282,12/31/2008,2008,811.572,39.028,-27.581,577.27,45.928,616.957,59.645,638.139,39.968,12.53,58.205,0,30.5303,3550,12,-481.682,539.887,92.499,-485.872,705.91,6.698973108,0.711298566,0.03761872,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005,984.861,35.829,109.346,631.027,45.363,639.609,81.611,582.42,0,18.86,167.336,0,367.7273,93.41,73.926,111.411,-1.641,1661.602,6.892500514,0.640726966,0.373379898,4.05,117900,46159,-5.2677,356540,7.724170801,-238640,-5.169956022,0,0,11,0,0,0,5.2566022,30.3711519
LEAP,3/24/2010,11.74968148,12.44583335,13.10698262,103889,11/9/2007,2007,3,866,6.763885,13.75,2010,2010,114484,12/31/2010,2010,4834.823,398.894,911.282,2832.07,459.538,2840.57,33.05,2697.203,0,2.81,85.305,0,961.6376,4812,12,272.974,-187.669,32.181,278.553,-251.107,8.483599799,0.58576498,0.198898202,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007,4432.998,504.77,1724.322,2033.902,302.201,2044.402,60.728,1630.803,0,0.506,380.384,0,3202.9554,185.191,195.193,9.583,-337.54,-304.174,8.396831384,0.458809591,0.722525794,16.57,2431564,77501,-0.5493,3723755.842,48.0478425,-1292191.842,-16.67322798,0,0,0,0,0,0,6.871666,113.8209075
ATRC,7/30/2010,7.12024965,-11.4497617,-12.8465795,104181,10/31/2008,2008,7,637,6.4567695,2.75,2010,2010,163889,12/31/2010,2010,33.716,1.814,16.736,0.662,2.363,2.855,-2.892,59.006,0,0.03,17.613,0,160.8693,3841,12,19.544,-1.931,-4.744,-0.442,-5.255,3.517972502,0.019634595,4.771304425,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008,43.369,1.748,29.119,6.037,2.682,6.071,-10.847,55.257,0,0,17.996,0,31.6905,24.624,-6.628,-12.477,-3.285,-14.793,3.7697449,0.139200812,0.730717794,6.34,15270,15558,0.0064,32723.4,2.103316622,-17453.4,-1.121827998,0,8,19,1,1,0,13.240443,24.3859
IKAN,2/28/2013,-2.890178,9.5890496,8.59450074,103684,3/8/2006,2006,2,2549,7.8434563,5,2013,2013,160797,12/31/2013,2013,71.952,4.269,45.391,0,5.093,0,-29.22,79.749,0,0.526,35.746,0,118.4928,3674,12,36.571,-0.825,-15.401,-28.097,-3.492,4.27599923,0,1.646831221,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006,175.857,12.4,142.89,0.987,15.199,1.805,-21.97,134.685,0,0.534,108.685,0,240.7999,95.627,13.058,1.819,-32.763,0,5.169671165,0.005612515,1.369293801,1.74,51771,70438,-0.0864,116145.6917,1.648906722,-64374.69167,-0.913919925,0,0,1,0,0,0,21.4135839,17.5724343
CROX,5/14/2012,-17.1091418,-15.3831383,-14.3262229,103863,10/31/2007,2007,5,1657,7.4127641,10,2012,2012,164755,12/31/2012,2012,829.638,39.762,617.4,4.596,36.694,6.635,152.078,1123.301,-5.904,29.385,455.177,0,1275.8606,3021,12,370.04,85.137,133.641,34.488,-10.234,6.720989461,0.005539766,1.537852172,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,627.425,57.379,444.113,0.009,20.949,0.116,236.267,847.35,0,19.991,300.502,0,3025.7084,149.782,150.72,95.346,29.126,-84.952,6.441624142,1.43E-05,4.822422441,17.06,1693544,89919,-1.1113,2358936.258,26.23401348,-665392.2583,-7.399907231,0,2,33,0,1,0,3.5088974,83.7278465
VG,8/17/2009,383.2962322,226.7154962,373.9466422,103622,5/31/2006,2006,8,1174,7.068172,3.6,2009,2009,166562,12/31/2009,2009,313.384,23.724,-91.909,219.916,53.391,222.719,62.202,890.68,-4.208,1.206,-27.956,0,279.8572,4899,12,-56.653,28.697,-3.439,61.966,-127.661,5.747429276,0.701746101,0.893016874,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006,757.524,48.601,183.201,276.665,23.677,277.685,-337.688,607.397,0,0,309.844,0,1076.1095,168.13,141.714,-264.537,-504.326,-428.539,6.63005522,0.365222752,1.420561593,0.38,552500,156926,-2.4261,1241569.167,7.911812999,-689069.1667,-4.391045249,0,4,47,1,1,0,18.1987699,16.836948
WCRX,10/28/2008,11.95741195,19.77485863,19.32534513,103681,9/26/2006,2006,10,763,6.6372581,16.5,2008,2008,175163,12/31/2008,2008,2578.925,20.314,1349.92,956.58,235.188,962.557,272.821,938.125,0,99.466,83.766,0,3636.339,2834,12,-6.213,89.979,191.409,298.25,532.621,7.855127924,0.370921993,1.41002123,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006,3162.545,15.42,1328.232,1538.96,260.602,1550.75,112.114,754.457,0,6.629,124.82,0,3462.7116,-26.118,150.938,-4.55,199.729,436.44,8.059132362,0.486620744,1.094912989,12.24,473915,250779,10.789,559615.4917,2.231508586,-85700.49167,-0.341737114,0,0,19,0,1,0,13.8108758,75.9116285
GSAT,9/11/2009,6.03686806,0.32444312,-0.6582583,103713,2/5/2007,2007,9,949,6.8554087,1.5,2009,2009,175523,12/31/2009,2009,1257.996,324.098,587.148,463.551,21.8,465.81,-53.791,64.279,0,0.308,23.836,0,253.2866,4899,12,-22.225,46.061,-57.71,-402.458,-223.525,7.137275258,0.368483684,0.20134134,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007,512.975,169.989,405.544,50,13.137,50,-5.523,98.398,0,0.173,72.247,0,669.544,56.836,15.411,17.606,-177.959,-88.731,6.240227111,0.097470637,1.305217603,0.825,1147590,150882,-0.135,589562.025,3.907437766,558027.975,3.698439675,0,5,16,1,1,0,20.4659628,25.4942541
NLST,2/16/2010,-2.6881764,10.00639686,7.31247317,103769,4/16/2007,2007,2,1037,6.944087,2.6,2010,2010,176035,12/31/2010,2010,32.694,0.942,21.847,1.063,2.287,1.737,-15.886,37.855,0,-0.715,17.606,0.056,64.727,3674,12,13.379,4.227,-13.329,-18.053,0.095,3.487191575,0.032513611,1.979782223,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,60.356,6.268,44.193,0.638,1.51,1.378,-11.213,100.06,0,0.227,27.387,0.213,43.6652,45.584,-18.197,9.761,1.999,-36.436,4.100260363,0.010570614,0.723460799,4.16,1926729,20115,1.8001,2247692.258,111.7420959,-320963.2583,-15.95641354,0,8,9,1,0,0,29.7401994,14.1311408
ORBC,5/22/2009,-12.5000005,3.41592286,1.48178004,103834,8/14/2007,2007,5,647,6.4723463,2.45,2009,2009,175004,12/31/2009,2009,181.059,32.486,159.215,1.398,19.115,1.398,-17.171,27.566,44.25,0,85.572,0,114.6312,4899,12,67.236,18.336,-5.867,0,0,5.198822945,0.00772124,0.633115172,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,181.823,20.043,160.849,1.17,2.415,1.17,-8.663,28.152,0,0,106.716,0,262.0288,100.797,5.919,-13.831,0,0,5.203033686,0.006434829,1.44112021,1.69,99874,42396,-0.1497,188235.3083,4.43993085,-88361.30833,-2.084189743,0,1,15,0,1,0,7.1576349,54.1824087
HLYS,7/27/2009,4.10256009,-4.6537761,-5.0619176,103815,8/8/2007,2007,7,719,6.5778613,7.5,2009,2009,176235,12/31/2009,2009,89.24,0.337,81.74,0,0.819,0,-2.897,43.777,-3.867,0.26,72.177,0,60.1048,3140,12,83.467,-11.29,-8.355,8.615,23.562,4.49132937,0,0.673518602,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007,127.231,0.794,118.075,0,0.378,0,32.004,183.472,0,19.2,116.198,0,188.442,92.528,23.67,45.551,-11.282,-52.547,4.846004332,0,1.481101304,1.93,8599,27571,0.2982,64408.31667,2.336089248,-55809.31667,-2.024203571,0,0,15,0,1,0,14.0465892,14.8689892
OPXT,10/6/2009,5.00000349,-23.8783159,-27.2953283,103935,2/13/2008,2008,10,601,6.3985949,2,2009,2009,176558,3/31/2009,2008,449.764,4.157,320.537,21.402,21.246,32.79,-35.864,318.555,0,0,235.011,0,151.6018,3674,3,283.876,-48.865,9.76,30.09,-8.952,6.108723001,0.047584956,0.337069663,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008,449.764,4.157,320.537,21.402,21.246,32.79,-35.864,318.555,0,0,235.011,0,151.6018,283.876,-48.865,9.76,30.09,-8.952,6.108723001,0.047584956,0.337069663,3.11,278151,88772,1.3705,256595.5167,2.890500571,21555.48333,0.242818494,0,0,7,0,0,0,9.8091967,36.8772435
BBND,4/6/2009,-8.5365852,-30.1489623,-32.6296067,103840,9/28/2007,2007,4,556,6.3207684,11,2009,2009,176863,12/31/2009,2009,223.588,4.619,150.276,0,8.874,0,-8.398,139.514,-0.477,1.239,147.496,0,230.9547,7373,12,142.398,5.098,6.926,-10.48,-29.561,5.409805073,0,1.032947654,IPO-NON ALLOCATION,0,0,1,0,0,2007,218.586,12.32,111.586,0,10.343,0,-16.108,176.51,0,3.945,109.296,0,318.202,25.056,84.24,12.762,-106.27,-11.065,5.38717953,0,1.455729095,6.94,430088,65349,-0.8332,310980.5833,4.758765755,119107.4167,1.822635643,0,2,12,0,1,0,6.3090554,41.9154275
FIRE,2/11/2009,-7.1322438,-9.1810801,-9.1658985,103758,4/9/2007,2007,2,674,6.5132303,3.00817,2009,2009,176556,12/31/2009,2009,174.167,2.5,128.489,0.001,3.423,0.001,9.374,103.465,0,0.209,103.055,0,725.1086,7373,12,99.017,4.038,-8.816,6.05,-10.672,5.160014609,5.74E-06,4.163294998,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,141.678,3.131,109.194,0,1.678,0,-7.034,55.859,0,0.106,101.302,0,205.5143,25.852,75.45,-1.657,-84.043,-23.454,4.953556877,0,1.450573131,6.6,30459,25918,0.7955,61080.525,2.356683579,-30621.525,-1.181477159,0,1,15,0,1,0,10.6519614,41.5151854
LLNW,11/15/2010,-1.4285701,-14.1996888,-17.7948452,103801,8/8/2007,2007,11,1195,7.0859013,1.9,2010,2010,177315,12/31/2010,2010,298.64,34.174,256.109,1.75,28.726,2.799,-22.491,183.327,0,2.064,80.877,0,581.3951,7370,12,159.53,-78.653,-29.482,48.65,-67.333,5.699238835,0.005859898,1.946809202,IPO-NON ALLOCATION,0,0,1,0,0,2007,273.428,22.731,194.037,0,21.596,0,-26.08,103.111,-48.13,0.36,154.501,0.985,568.7075,14.033,140.468,-0.127,-168.043,-50.859,5.611038333,0,2.079916834,6.78,5718356,99118,-0.1217,1068785.967,10.78296542,4649570.033,46.90944161,0,5,10,1,0,0,31.5499578,56.6033632
BX,8/28/2013,3.12787645,8.15284742,8.17903737,103986,3/10/2008,2008,8,1997,7.5994015,8.5,2013,2013,177088,12/31/2013,2013,29678.606,0,6306.766,11467.347,129.271,0,0,6994.832,0,0,0,107.973,0,6282,12,0,0,833.73,0,0,10.29818173,0.386384286,0,CREDIT CRISIS (OTHER),0,0,1,0,0,2008,9257.911,0,3509.157,82.916,171.437,0,0,-1221.697,0,0,0,23.008,0,0,0,317.384,0,0,9.133233708,0.008956232,0,21.65,2286900,456392,0.2748,5034775.833,11.03169169,-2747875.833,-6.020867661,0,11,17,1,1,0,4.1792896,47.5792545
SHOR,6/4/2010,-6.2846521,-4.761048,-4.8467003,103913,1/7/2008,2008,6,879,6.7787848,3,2010,2010,177127,6/30/2010,2010,170.721,4.65,114.466,0,2.804,0,-12.671,148.464,0,-0.156,112.836,0,210.5168,3661,6,111.617,1.219,-7.795,-15.58,-8.492,5.140030645,0,1.233104305,IPO-NON ALLOCATION,0,0,1,0,0,2008,147.797,2.407,113.213,0,1.606,0,-0.607,128.729,0,1.398,111.993,0,191.5672,23.018,88.975,6.216,-91.781,-2.441,4.995839711,0,1.296150801,4.84,237167,45014,-3.4411,101932.3833,2.264459576,135234.6167,3.004279039,0,1,14,0,1,0,7.3331006,24.7693525
ES,11/19/2012,28.62453454,12.61102461,12.74674143,104380,10/14/2008,2008,11,1497,7.3112183,26,2012,2012,7970,12/31/2012,2012,28302.824,1472.272,9237.05,7282.295,519.01,0,1118.206,6273.787,0,-12.8,-1416.395,323.155,12273.1912,4931,12,-590.21,-826.185,824.176,1003.929,796.115,10.25071687,0.257299236,0.433638396,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008,13988.48,1255.407,3020.312,4789.673,278.588,0,640.265,5800.095,-39.4,-36.1,-197.898,244.114,3749.366,80.106,-278.004,539.637,-22.45,-518.98,9.545989413,0.342401247,0.26803241,2.91,1927300,90232,1.9862,1501666.667,16.64228507,425633.3333,4.717099625,0,0,0,0,0,0,6.1629944,58.7417424
OESX,9/17/2010,11.22416906,44.20035621,39.75050734,103932,2/6/2008,2008,9,954,6.8606639,3.25,2010,2010,179058,3/31/2010,2009,103.621,10.444,87.67,3.156,3.072,3.718,-4.199,65.418,-0.7,0.032,55.735,0,109.9658,3640,3,67.427,-11.692,-0.056,0.089,25.374,4.640740012,0.030457147,1.061230832,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008,103.722,13.14,88.695,3.647,1.841,4.462,-0.056,72.634,0,0.134,67.427,0,94.9429,104.29,-36.863,8.061,25.374,-86.613,4.641714243,0.035161297,0.915359326,2.98,411200,22609,0.0827,93037.34167,4.115057794,318162.6583,14.07238968,0,0,4,0,0,0,12.2025524,25.5774655
LRN,3/4/2013,-2.0306892,-1.3235815,-1.5721152,104850,12/16/2011,2011,3,444,6.0958247,6.75,2013,2013,178976,6/30/2013,2013,718.896,8.339,530.162,16.107,51.5,35.892,45.706,848.22,0,1.517,348.762,0,983.5751,8200,6,289.226,59.536,28.98,27.814,18.03,6.577716702,0.022405188,1.368174395,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2011,582.095,29.563,448.621,10.851,32.5,24.208,36.214,522.434,0,4.616,264.447,0,1190.6208,149.344,115.103,35.467,-80.568,6.242,6.366633665,0.018641287,2.045406334,20.25,220400,37103,0.4611,324697.5,8.75124653,-104297.5,-2.811026063,0,9,10,1,0,0,6.919629,101.5275406
UNH,9/22/2008,-14.4319343,-1.8187907,-5.2669567,103614,4/7/2006,2006,9,899,6.8012829,30,2008,2008,10903,12/31/2008,2008,55815,0,20780,11338,981,0,0,81186,0,0,0,0,0,6324,12,-2948,0,8025,0,0,10.92979793,0.203135358,0,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,48320,0,20810,5973,670,0,0,71542,0,0,0,0,0,-6004,0,5373,0,0,10.78560083,0.123613411,0,26.52,6717500,1217648,-3.8237,12166399.17,9.991721061,-5448899.167,-4.474937886,0,2,6,0,0,0,2.704433,81.9343005
CRA,3/18/2010,10.61538526,10.20577683,10.57979715,101420,3/14/2000,2000,3,3656,8.0385122,11,2010,2010,127234,12/31/2010,2010,612.278,3.526,567.473,0,15.873,0,-36.934,128.169,4.38,0.1,335.153,0,517.1292,8731,12,346.654,-11.501,-33.249,-13.186,18.391,6.417186428,0,0.844598695,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,794867,81984,-0.0326,686567.4583,8.374407913,108299.5417,1.320983871,0,1,1,0,0,0,6.0764241,85.3247193
CGA,3/18/2014,-6.761011,-5.1053729,-5.3592005,104578,9/1/2010,2010,3,1294,7.1654935,2.5,2014,2014,21241,6/30/2014,2014,393.11,1.602,332.04,0,4.385,0,40.479,233.402,0,32.023,167.143,0,71.1986,2870,6,175.29,-8.147,55.385,19.386,-11.258,5.974089471,0,0.181116227,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010,131.788,5.805,128.538,0,2.644,0,24.926,52.091,0,3.082,86.228,0,220.6566,25.136,61.092,17.09,-42.409,-0.367,4.881194571,0,1.674329985,2.84,95465,31826,0.722,150714.5,4.735577829,-55249.5,-1.735986301,0,0,9,0,0,0,21.5621411,3.5751226
ADUS,3/21/2011,-1.9627462,4.86017802,4.21277117,104466,3/26/2010,2010,3,360,5.8861041,3,2011,2011,183283,12/31/2011,2011,154.692,0.551,86.441,24.958,3.554,31.527,11.315,273.1,0,2.005,45.568,0,38.4668,8082,12,48.666,-3.098,12.592,15.411,11.384,5.041436043,0.161339953,0.248667029,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2010,166.924,0.612,88.091,40.027,4.046,45.185,12.592,271.732,0,1.457,48.666,0,44.0791,45.481,3.185,13.01,11.384,-1.727,5.117538619,0.239791762,0.264066881,5.23,17253,10751,1.4994,43593.19167,4.054803429,-26340.19167,-2.450022479,0,0,0,0,0,0,33.8881652,66.4919263
CIT,3/13/2012,2.65421955,2.39316434,2.27688881,104071,3/5/2008,2008,3,1469,7.2923369,75,2012,2012,149738,12/31/2012,2012,44012,0,8334.8,20535.9,558,0,0,4006.8,0,0,0,1346.6,0,6172,12,0,0,3134.9,0,0,10.6922176,0.466597746,0,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2008,80448.9,0,5138,45551.1,1164.1,0,0,6336.2,0,0,0,3139.1,0,0,0,3616.6,0,0,11.29537748,0.566211595,0,40.75,1769300,200810,1.8132,1495168.333,7.445686636,274131.6667,1.365129559,0,39,8,1,0,0,3.4160248,94.6361907
ONP,10/4/2012,-1.0098996,6.83906313,6.50490017,104523,7/22/2010,2010,10,805,6.6908422,2,2012,2012,176867,12/31/2012,2012,162.846,13.519,142.769,3.876,8.383,8.045,23.696,151.117,0,6.91,21.866,0,33.0434,2621,12,11.323,10.543,30.433,1.107,-0.384,5.092804969,0.023801629,0.202911954,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010,115.506,34.775,101.542,2.209,4.148,6.259,23.901,123.99,0,5.593,9.348,0,116.6742,7.024,2.324,18.005,-14.643,-4.345,4.749322477,0.019124548,1.01011376,2.06,3500,18460,0.7174,32855.83333,1.779839292,-29355.83333,-1.590240159,0,0,4,0,0,0,51.4189363,4.4540141
PPC,11/14/2011,-11.6363611,-7.0839196,-6.6224047,104137,9/24/2008,2008,11,1146,7.0440331,1.5,2011,2011,12785,12/31/2011,2011,2879.545,135.968,555.612,1458.001,198.3,1473.612,-348.83,7535.698,1.3,3.957,747.02,0,1234.2643,2015,12,971.83,-224.81,255.767,-65.645,293.709,7.965387575,0.50633034,0.428631711,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2009,3060.504,88.193,150.92,41.062,228.1,41.062,39.778,7088.055,42,11.228,858.03,0,520.7018,-1262.242,2120.272,-527.011,-1951.815,1190.051,8.026334887,0.013416744,0.170135965,5.26,318400,214482,-0.955,974493.3333,4.543473734,-656093.3333,-3.058966875,0,1,36,0,1,0,6.5269375,9.3213542
