Litigation Name ,Filing Date ,Class Start Date ,Class End Date ,Nature of Case  ,Status,Case Status Date ,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
First Security Corporation,5/22/2000,10/18/1999,3/2/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/10/2002,0,0,0,1,0
GTE Corporation,5/22/2000,7/28/1998,3/29/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/8/2001,0,0,0,1,0
Banc of America Securities LLC (f/k/a NationsBanc Montgomery Securities LLC) : Just For Feet Bonds,5/24/2000,4/12/1999,11/1/1999,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/14/2005,0,0,0,1,0
"Performance Technologies, Inc.",5/24/2000,2/2/2000,5/19/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/9/2003,1,0,0,0,0
Racing Champions Corporation,5/30/2000,2/1/1999,6/23/1999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/2/2002,1,0,0,0,0
Tesoro Petroleum Corporation,5/31/2000,1/3/2000,5/3/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/3/2001,0,0,0,1,0
"Knight Trading Group, Inc.",6/2/2000,6/2/2000,6/2/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/19/2002,0,0,0,1,0
"Profit Recovery Group International, Inc.",6/6/2000,2/16/2000,3/29/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/31/2005,1,0,0,0,0
"Anika Therapeutics, Inc.",6/8/2000,4/15/1998,5/30/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/24/2001,1,0,0,0,0
UniCapital Corporation,6/8/2000,5/14/1998,5/15/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/28/2005,0,0,0,1,0
Federal-Mogul Corporation,6/9/2000,10/22/1998,5/25/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/13/2004,1,0,0,0,0
"Vari-L Company, Inc.",6/9/2000,12/17/1997,5/17/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/31/2003,0,0,0,1,0
21st Century Holding Company,6/12/2000,11/5/1998,8/13/1999,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/1/2005,0,0,0,1,0
"Citrix Systems, Inc.",6/13/2000,10/18/1999,6/9/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/31/2001,1,0,0,0,0
"Columbia Laboratories, Inc.",6/13/2000,11/8/1999,6/9/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/9/2001,1,0,0,0,0
"Flooring America, Inc.",6/13/2000,11/11/1999,5/22/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/28/2001,1,0,0,0,0
"Open Market, Inc.",6/14/2000,11/8/1999,4/18/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/12/2002,1,0,0,0,0
"Omega Healthcare Investors, Inc.",6/20/2000,4/13/1999,5/11/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/23/2001,0,0,0,1,0
"Steve Madden, Ltd.",6/21/2000,11/3/1999,6/20/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/9/2005,1,0,0,0,0
"Reliance Group Holdings, Inc. : Common Stock and Bonds",6/22/2000,2/8/1999,5/10/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/27/2006,1,0,0,0,0
"Smith-Gardner & Associates, Inc.",6/22/2000,10/27/1999,6/16/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/9/2002,0,0,0,1,0
"American Electric Power Company, Inc.",6/23/2000,7/25/1997,6/25/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/27/2002,0,0,0,1,0
Harmonic Inc.,6/28/2000,3/27/2000,6/26/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/29/2008,1,0,0,0,0
"Advanced Equities, Inc. : Pixelon, Inc. Series A Convertible Preferred Stock",6/30/2000,8/9/1999,4/19/2000,ACQUISITION RELATED FRAUD,SETTLED,1/19/2006,0,0,0,0,0
"Advanced Technical Products, Inc.",7/7/2000,4/22/1998,3/3/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/27/2002,1,0,0,0,0
"Entrust Technologies, Inc.",7/7/2000,4/19/2000,7/3/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/30/2002,1,0,0,0,0
"FirstWorld Communications, Inc.",7/7/2000,3/8/2000,7/6/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/19/2005,1,0,0,0,0
"Visual Networks, Inc.",7/7/2000,2/7/2000,7/5/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/3/2003,0,0,0,1,0
Creditrust Corporation,7/14/2000,7/29/1998,3/31/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/28/2005,0,0,0,1,0
"drkoop.com, Inc.",7/14/2000,6/8/1999,3/30/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/15/2001,0,0,0,1,0
"Frontier Insurance Group, Inc.",7/19/2000,8/5/1997,4/14/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/21/2003,0,0,0,1,0
"Pinnacle Systems, Inc.",7/19/2000,4/18/2000,7/10/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/19/2002,1,0,0,0,0
"Anicom, Inc.",7/20/2000,4/29/1998,7/18/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/28/2003,1,0,0,0,0
"Biomatrix, Inc.",7/21/2000,7/20/1999,4/25/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/3/2002,1,0,0,0,0
CapRock Communications Corporation,7/26/2000,4/28/2000,7/6/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/24/2003,0,0,0,1,0
"Honeywell International, Inc.",7/26/2000,12/20/1999,6/19/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/18/2004,0,0,0,1,0
Avista Corporation,7/27/2000,4/7/2000,6/21/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,2/21/2002,1,0,0,0,0
"Teleglobe, Inc.",7/27/2000,2/11/1999,7/29/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/28/2002,0,0,0,1,0
"Crossroads Systems, Inc.",7/28/2000,7/13/2000,7/26/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/12/2005,1,0,0,0,0
"NBTY, Inc.",7/28/2000,1/27/2000,6/15/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/27/2002,0,0,0,1,0
MTI Technology Corporation,7/31/2000,1/26/2000,7/27/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/31/2003,0,0,0,1,0
Unify Corporation,7/31/2000,5/19/1999,7/28/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/18/2002,1,0,0,0,0
"MAX Internet Communications, Inc.",8/1/2000,11/15/1999,5/12/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/6/2002,0,0,0,1,0
"Southwall Technologies, Inc.",8/4/2000,4/26/2000,8/1/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/19/2001,1,0,0,0,0
"Lernout & Hauspie Speech Products, N.V.",8/9/2000,2/9/2000,8/7/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/18/2005,0,0,0,1,0
"NAHC, Inc. (f/k/a Novacare, Inc. )",8/9/2000,12/28/1999,8/7/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/25/2002,0,0,0,1,0
"Xcelera.com, Inc.",8/11/2000,4/1/1999,7/31/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/12/2008,0,0,0,1,0
Laidlaw Inc. : Bonds,8/14/2000,9/24/1997,3/13/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/19/2002,1,0,0,0,0
"Acrodyne Communications, Inc.",8/16/2000,5/18/1999,8/14/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/27/2001,1,0,0,0,0
TenFold Corporation,8/16/2000,1/18/2000,8/14/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/10/2002,0,0,0,1,0
California Software Corporation,8/17/2000,2/9/2000,8/6/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/13/2002,0,0,0,1,0
"CDnow, Inc.",8/22/2000,1/28/2000,3/28/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/11/2001,0,0,0,1,0
"Warnaco Group, Inc. (2000)",8/22/2000,12/11/1997,7/20/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/20/2004,0,0,0,1,0
"Fidelity Holdings, Inc.",8/23/2000,11/15/1999,4/12/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/12/2003,0,0,0,1,0
"Mercator Software, Inc.",8/23/2000,4/20/2000,8/21/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/30/2002,0,0,0,1,0
Scientific Learning Corporation,8/23/2000,5/1/2000,7/11/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,2/9/2001,1,0,0,0,0
"Federated Department Stores, Inc.",8/24/2000,2/23/2000,7/20/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/31/2005,0,0,0,1,0
Xerox Corporation,8/24/2000,1/25/2000,7/27/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/14/2009,1,0,0,0,0
GTECH Holdings Corporation,8/25/2000,4/11/2000,7/25/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/22/2004,0,0,0,1,0
Peerless Systems Corporation,8/28/2000,6/11/1999,5/25/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/12/2002,1,0,0,0,0
Chubb Corporation,8/31/2000,4/27/1999,10/15/1999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/31/2005,1,0,0,0,0
"Internet Wire, Inc. and Bloomberg, L.P. : Emulex Corporation common stock or call options",8/31/2000,8/25/2000,8/25/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/5/2001,1,0,0,0,0
"DT Industries, Inc.",9/1/2000,9/29/1997,8/23/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/16/2002,0,0,0,1,0
"Gliatech, Inc.",9/5/2000,4/9/1998,8/29/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/13/2003,0,0,0,1,0
"Independent Energy Holdings, PLC",9/6/2000,2/14/2000,9/6/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/23/2002,0,0,0,1,0
"Crayfish Co., Ltd.",9/8/2000,3/8/2000,8/22/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/30/2004,0,0,0,1,0
"eVision USA.com, Inc.",9/8/2000,5/26/1998,9/8/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/6/2002,0,0,0,1,0
"iXL Enterprises, Inc.",9/8/2000,2/2/2000,9/1/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/7/2003,0,0,0,1,0
"NetSolve, Inc.",9/11/2000,4/18/2000,8/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/31/2002,0,0,0,1,0
"Nx Networks, Inc.",9/13/2000,12/8/1999,4/24/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/22/2004,0,0,0,1,0
"Plug Power, Inc.",9/14/2000,2/14/2000,8/2/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/29/2005,0,0,0,1,0
"MP3.com, Inc.",9/19/2000,1/13/2000,9/7/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/16/2001,0,0,0,1,0
Mpower Communications Corporation,9/20/2000,2/20/2000,9/7/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/1/2003,0,0,0,1,0
OHSL Financial Corporation,9/20/2000,9/27/1999,12/3/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/5/2004,0,0,0,1,0
Ford Motor Company,9/22/2000,1/21/1999,8/9/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/24/2004,0,0,0,1,0
"ICG Communications, Inc.",9/22/2000,12/20/1999,9/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/22/2007,0,0,0,1,0
"OfficeMax, Inc.",9/22/2000,3/2/1999,9/30/1999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/19/2004,1,0,0,0,0
Allaire Corporation,9/25/2000,7/20/2000,9/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/1/2003,0,0,0,1,0
"Revlon, Inc.",9/27/2000,10/2/1998,9/30/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/1/2004,0,0,0,1,0
"Insurance Management Solutions Group, Inc.",9/28/2000,2/11/1999,10/28/1999,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/22/2003,0,0,0,1,0
Priceline.com Inc.,10/2/2000,7/24/2000,9/26/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/7/2007,0,0,0,1,0
"Ramp Networks, Inc.",10/3/2000,11/15/1999,9/29/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/14/2003,1,0,0,0,0
"Paradyne Networks, Inc.",10/5/2000,9/28/1999,9/28/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/12/2004,0,0,0,1,0
Azurix Corporation,10/6/2000,6/9/1999,8/8/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/14/2003,0,0,0,1,0
"Interspeed, Inc.",10/10/2000,2/3/2000,10/6/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/12/2001,1,0,0,0,0
"Aspeon, Inc.",10/11/2000,10/28/1999,9/28/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/21/2006,1,0,0,0,0
"Mitek Systems, Inc.",10/11/2000,7/18/2000,9/29/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/19/2002,1,0,0,0,0
"Prime Retail, Inc.",10/13/2000,5/28/1999,1/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/24/2002,0,0,0,1,0
"Pilot Network Services, Inc.",10/18/2000,4/27/2000,10/17/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/24/2002,1,0,0,0,0
"Copper Mountain Networks, Inc.",10/20/2000,4/19/2000,10/17/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/2/2004,1,0,0,0,0
Covad Communications : Common Stock and Convertible Senior Notes,10/20/2000,9/7/2000,10/17/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/19/2002,0,0,0,1,0
"Sagent Technology, Inc. (2000)",10/20/2000,10/21/1999,4/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/29/2003,0,0,0,1,0
"Sonic Innovations, Inc.",10/25/2000,5/2/2000,10/24/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/26/2004,0,0,0,1,0
marchFIRST Inc.,10/26/2000,7/25/2000,10/23/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/14/2006,0,0,0,1,0
AT&T Corporation,10/27/2000,10/25/1999,5/1/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/25/2005,1,0,0,0,0
The Coca-Cola Company,10/27/2000,10/21/1999,3/6/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/21/2008,0,0,0,1,0
"USEC, Inc.",10/27/2000,7/23/1998,12/2/1999,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/19/2003,0,0,0,1,0
"Westell Technologies, Inc.",10/27/2000,6/27/2000,10/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/25/2003,0,0,0,1,0
Clarus Corporation,10/30/2000,1/31/2000,10/25/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/11/2005,0,0,0,1,0
Edison International,10/30/2000,6/1/2000,10/30/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/28/2002,1,0,0,0,0
"Allscripts, Inc.",10/31/2000,7/27/2000,10/26/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/29/2001,0,0,0,1,0
"Rent-Way, Inc.",10/31/2000,1/18/2000,10/27/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/23/2003,1,0,0,0,0
"Alpharma, Inc.",11/3/2000,4/28/1999,10/30/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,7/16/2004,1,0,0,0,0
"PSINet, Inc.",11/3/2000,8/3/2000,11/2/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/3/2003,1,0,0,0,0
CompuCredit Corporation,11/6/2000,9/12/2000,10/25/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/14/2002,0,0,0,1,0
"Knight Trading Group, Inc.",11/7/2000,7/19/2000,10/4/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/7/2002,0,0,0,1,0
"MCI WorldCom Inc. and Intermedia Communications, Inc. common stock",11/7/2000,4/13/2000,11/1/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/4/2003,0,0,0,1,0
Coram Healthcare Corporation,11/8/2000,8/8/2000,11/8/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/3/2003,0,0,0,1,0
Del Global Technologies Corporation,11/8/2000,12/7/1999,11/6/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/19/2002,1,0,0,0,0
"Heartland Financial USA, Inc. : Heartland High-Yield Municipal Bond Funds",11/13/2000,11/18/1997,10/16/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/13/2006,0,0,0,1,0
Quintus Corporation,11/15/2000,11/15/1999,11/14/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/5/2006,1,0,0,0,0
AT&T Corporation : AT&T Wireless Group Tracking Stock,11/16/2000,4/26/2000,5/2/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/20/2006,1,0,0,0,0
"pcOrder.com, Inc.",11/17/2000,3/1/1999,10/10/2000,IPO-NON ALLOCATION,DISMISSED,4/1/2005,0,0,1,0,0
"PRI Automation, Inc.",11/20/2000,1/27/2000,9/11/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/24/2002,1,0,0,0,0
"Advest, Inc. : Massachusetts Industrial Finance Agency Revenue Bonds, Bradford College Issue, Series 1998",11/21/2000,5/1/1998,11/22/1999,FAILURE OF DISCLOSURE (NON-ACCOUNTING),DISMISSED,12/29/2006,0,0,0,1,0
"PacifiCare Health Systems, Inc.",11/21/2000,10/27/1999,10/10/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/23/2002,1,0,0,0,0
"Turkcell Iletisim Hizmetler, A.S.",11/22/2000,7/10/2000,9/21/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/21/2004,1,0,0,0,0
Twinlab Corporation,11/22/2000,4/27/1999,11/15/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/20/2005,1,0,0,0,0
PolyMedica Corporation,11/27/2000,9/3/1999,11/17/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/5/2007,0,0,0,1,0
DaimlerChrysler AG and Daimler-Benz AG : Chrysler Corporation,11/28/2000,8/6/1998,11/4/2000,MERGER RELATED FRAUD,SETTLED,2/11/2004,0,0,1,0,0
First Union National Bank : Cyprus Funds (off-shore mutual fund),11/28/2000,1/1/1995,8/31/1999,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/30/2003,0,0,0,1,0
"Hanger Orthopedic Group, Inc.",11/28/2000,11/8/1999,1/6/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/30/2004,0,0,0,1,0
"Gateway, Inc.",12/7/2000,10/13/2000,11/29/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/10/2002,1,0,0,0,0
Deutsche Telekom AG,12/13/2000,6/17/2000,7/28/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/14/2005,0,0,0,1,0
"Razorfish, Inc.",12/13/2000,2/15/2000,10/5/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/11/2003,0,0,0,1,0
"Maxim Pharmaceuticals, Inc.",12/14/2000,1/5/2000,12/13/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/20/2004,0,0,0,1,0
Saxton Inc.,12/22/2000,5/15/1998,5/15/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/22/2007,0,0,0,1,0
"Foundry Networks, Inc.",12/28/2000,10/18/2000,12/19/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/23/2005,0,0,0,1,0
"Network Associates, Inc.",12/29/2000,7/19/2000,12/26/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/13/2004,1,0,0,0,0
"New Era of Networks, Inc.",1/2/2001,10/18/2000,11/21/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/26/2002,1,0,0,0,0
Bridgestone Corporation [Common Stock and ADRs],1/4/2001,3/31/1998,8/31/2000,PRODUCT LIABILITY RELATED FRAUD,SETTLED,1/23/2009,0,0,0,0,1
"M&A West, Inc.",1/5/2001,8/17/2000,12/28/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/18/2004,1,0,0,0,0
Atchison Casting Corporation,1/8/2001,1/8/1998,11/3/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/10/2002,1,0,0,0,0
"Intrenet, Inc.",1/11/2001,2/9/1999,10/13/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/26/2004,1,0,0,0,0
"VA Linux Systems, Inc.",1/11/2001,12/9/1999,12/6/2000,IPO ALLOCATION,SETTLED,10/6/2009,0,0,1,0,0
"Hamilton Bancorp, Inc.",1/12/2001,4/21/1998,12/22/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/22/2005,0,0,0,1,0
"Vlasic Foods International, Inc.",1/17/2001,2/24/1999,2/10/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/24/2002,0,0,0,1,0
"Marketing Services Group, Inc.",1/18/2001,1/1/1999,11/30/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/27/2002,0,0,0,1,0
"Pre-Paid Legal Services, Inc.",1/22/2001,4/19/1999,1/16/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/10/2004,1,0,0,0,0
"Ascendant Solutions, Inc.",1/23/2001,11/11/1999,1/24/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/8/2006,0,0,0,1,0
"Silicon Storage Technology, Inc.",1/25/2001,1/17/2001,1/24/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,11/28/2001,1,0,0,0,0
"QLT, Inc.",1/28/2001,8/1/2000,12/14/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/7/2004,0,0,0,1,0
"Guess?, Inc.",1/30/2001,2/14/2000,1/26/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/18/2002,1,0,0,0,0
"U.S. Interactive, Inc.",2/1/2001,2/10/2000,11/8/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/22/2003,1,0,0,0,0
"Critical Path, Inc.",2/2/2001,6/15/2000,2/1/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/25/2002,1,0,0,0,0
"En Pointe Technologies, Inc.",2/2/2001,12/7/1999,4/13/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/4/2006,0,0,0,1,0
"Comdisco, Inc.",2/7/2001,1/25/2000,10/3/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/18/2005,0,0,0,1,0
"E.W. Blanch Holdings, Inc.",2/12/2001,10/19/1999,3/20/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/19/2003,0,0,0,1,0
"IBP, Inc.",2/12/2001,2/7/2000,1/25/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/24/2004,1,0,0,0,0
Nice Systems Ltd.,2/14/2001,2/16/2000,2/8/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/8/2003,1,0,0,0,0
"Worldwide Xceed Group, Inc. (f/n/a Xceed, Inc.)",2/14/2001,11/29/1999,11/15/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/24/2005,1,0,0,0,0
"Asche Transportation Services, Inc.",2/15/2001,3/30/1998,4/7/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/13/2003,0,0,0,1,0
CommTouch Software,2/16/2001,4/19/2000,2/13/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/26/2003,1,0,0,0,0
Nortel Networks Corporation (Nortel I & II),2/16/2001,11/1/2000,2/15/2001,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/17/2007,0,0,0,1,0
"NorthPoint Communications Group, Inc.",2/16/2001,8/9/2000,11/29/2000,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/28/2004,1,0,0,0,0
Schering-Plough Corporation,2/16/2001,7/25/2000,2/15/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/9/2011,1,0,0,0,0
Emulex Corporation,2/20/2001,1/18/2001,2/9/2001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/16/2003,1,0,0,0,0
"Smart World Technologies, LLC",2/20/2001,11/1/1999,6/29/2000,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/9/2004,0,0,0,1,0
Stan Lee Media Inc.,2/20/2001,8/23/1999,12/18/2000,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/14/2003,0,0,0,1,0
